Renewal_Date,Sale,Main_Income,Addon_Income,Finance_Income,Gross_Price,Last_Yr_Gross_Price,Net_Premium,Previous_Renewals,First_Contact_Channel,Renewal_Offer_Type,Number_Of_Attempted_Policy_Ammendments,Diver_Age,Driver_Marital_Status,Driver_Occupation_Status,Driver_Licence_Type,Driver_Years_Licence_Held,Geographical_Area,Number_Of_Named_Drivers,Overnight_Parking,Annual_Mileage,Vehicle_Age,Vehicle_Years_Owned,Vehicle_Body_Type,Vehicle_No_Of_Doors,Vehicle_Engine_Size,Vehicle_Fuel_Type,Vehicle_Transmission,Vehicle_Liability_Category,No_Claims_Discount,Credit_Score,Previous_Discount,Data_Quality
20160712,1,60.48,21.3072,0,465.47,464.66,355.12,0,I,Passive,NULL,36,S,E,Z,19,8,0,4,10000,1,1,H,3,1995,D,M,,9,564,0,OK
20160628,0,48.02,14.67,78.24,831.62,601.07,611.54,0,I,Passive,NULL,37,M,S,4,19,10,0,3,8000,8,3,H,5,1560,D,A,7,9,521,0,OK
20160628,1,15.95,18.74,41.4,440.28,367.18,319.09,0,I,Passive,1,45,B,U,Z,20,10,0,4,11999,9,5,H,5,1997,D,M,9,9,532,0,OK
20160714,0,-18.52,19.63,0,418.26,453.4,370.35,0,I,Passive,NULL,34,P,N,Y,5,6,0,4,10000,13,5,H,5,1242,P,M,3,4,530,0,OK
20160629,0,31.62,0,57.72,613.6,626.82,464.7,0,I,Passive,1,23,S,E,Y,6,11,1,1,4999,2,2,H,3,1197,P,M,,5,543,0,OK
20160628,1,96.9,7.35,47.65,506.88,469.89,306.56,0,I,Passive,NULL,52,M,E,Z,30,11,0,4,8000,12,1,H,5,1598,P,M,6,9,468,0,OK
20160628,1,51.5,19.63,0,444.95,475.09,326.14,0,I,Passive,3,39,S,E,Z,21,5,0,4,5000,1,1,E,5,1197,P,M,,1,577,0,OK
20160715,0,19.74,52.7838,51.48,547.15,383.66,394.73,0,I,Passive,NULL,78,W,R,Z,26,4,1,2,1500,6,1,H,3,1242,P,M,,9,583,0,OK
20160701,1,87.51,0,61.8,657.37,677.45,444.25,0,T,Passive,NULL,39,M,E,Z,13,4,0,1,12000,8,1,H,3,1149,P,M,4,0,534,0,OK
20160702,1,96.28,57.7588,67.33,716.5,605.3,453.98,0,I,Passive,NULL,53,M,E,Z,21,11,0,4,5999,11,1,H,5,1596,P,M,7,9,501,0,OK
20160701,0,48.28,31.2432,66.13,703.41,485.98,520.72,0,I,Passive,NULL,44,P,E,4,21,3,0,4,5999,4,1,E,5,2400,D,M,,9,534,0,OK
20160701,1,93.23,59.9542,0,540.59,558.32,348.07,0,I,Passive,NULL,37,S,E,Z,19,11,0,4,9999,5,2,B,2,1999,P,M,,9,550,0,OK
20160628,1,6.1,19.63,65.52,696.96,523.33,538.05,0,I,Passive,1,47,A,E,Z,11,4,0,4,5000,3,3,H,5,996,P,A,2,3,526,0,OK
20160720,1,210.45,19.63,96.01,1020.48,881.34,595.34,0,I,Passive,NULL,26,M,E,Y,2,11,0,4,12000,2,1,E,5,1968,D,M,,3,561,0,OK
20160628,1,13.41,31.94,64.8,688.86,668.21,513.16,0,I,Passive,1,23,S,E,Y,6,6,1,7,6000,10,2,S,4,1968,D,A,14,6,549,0,OK
20160628,1,11.5,26.09,35.64,378.6,329.47,269.31,0,I,Passive,NULL,57,M,E,Z,26,10,0,4,10000,3,3,E,5,1597,D,M,,9,581,0,OK
20160627,0,51.53,6.02,35.77,380.47,372.21,250.86,0,I,Passive,NULL,51,P,E,Z,18,10,0,4,6999,19,2,S,4,1995,P,A,16,9,561,0,OK
20160629,1,78.57,0,0,660.06,588.33,510.77,0,I,Passive,NULL,24,S,E,Y,6,12,1,1,8000,2,2,E,5,1685,D,M,,6,564,0,OK
20160627,1,197.89,19.63,77.17,820.91,837.07,446.53,0,I,Passive,NULL,54,M,E,Y,7,5,0,3,3000,15,0,H,5,1596,P,M,5,2,563,0,OK
20160629,1,340.49,19.63,135.97,1446.35,1686.83,809.86,0,I,Passive,4,34,P,H,Y,4,8,0,3,5000,10,0,H,5,1749,P,M,7,4,435,0,OK
20160710,0,53.09,52.9514,41.53,441.77,403.85,264.69,0,I,Passive,NULL,48,P,E,Z,31,3,0,4,12000,1,0,H,5,999,P,A,,9,567,0,OK
20160627,1,204.78,0,84.12,894.61,959.91,518.87,0,I,Passive,NULL,31,P,E,Z,12,11,0,4,999,13,2,S,4,1796,P,M,11,9,426,0,OK
20160705,1,162.47,0,82.68,879.36,703.65,548.85,0,I,Passive,1,54,M,E,Z,21,7,0,4,3999,11,0,H,5,1560,D,M,5,3,518,0,OK
20160701,0,-16.7,39.6676,39.36,418.69,317.48,333.96,0,I,Passive,NULL,42,S,E,Z,24,10,1,4,10000,2,2,H,3,1199,P,M,,9,526,0,OK
20160709,0,-19.2,23.0436,42.61,453.56,386.19,384.06,0,I,Passive,NULL,44,P,E,Z,25,4,1,4,6000,5,2,H,3,998,P,M,,8,531,0,OK
20160707,1,43.31,20.4642,0,430.51,381.87,341.07,0,I,Passive,NULL,58,A,E,Z,26,11,1,4,10000,5,4,H,3,1242,P,M,4,9,584,0,OK
20160701,0,0,70.061,59.53,633.3,493.27,468.35,0,I,Passive,NULL,57,M,R,Z,31,4,0,1,8000,8,1,E,5,1997,D,M,13,9,585,0,OK
20160630,0,0,25.83,0,317.54,269.64,258.35,0,I,Passive,NULL,51,D,E,Z,21,3,0,1,7000,10,9,H,5,1997,P,A,10,9,584,0,OK
20160721,1,12.4,40.4624,33.13,352.76,306.97,248.04,0,I,Passive,NULL,51,P,E,Z,21,9,0,3,7999,9,5,E,5,1997,D,M,10,9,577,0,OK
20160701,0,84.24,85.637,48.85,519.67,465.23,236.45,0,I,Passive,3,49,D,E,Z,28,11,0,3,5000,11,0,E,5,1560,D,M,8,9,530,0,OK
20160628,0,-17.57,37.89,0,875.08,581.52,761.07,0,I,Passive,2,36,P,E,Z,19,2,0,4,10000,2,0,S,4,1968,D,A,,9,569,0,OK
20160703,0,208.36,44.9252,0,845.3,646.98,534.92,0,I,Passive,NULL,54,M,H,Z,13,4,0,4,5000,2,2,S,4,2143,D,A,,9,579,0,OK
20160628,0,360.35,43.85,216.12,2298.05,1939.96,1422.64,0,I,Passive,1,36,P,E,Y,1,1,0,3,9999,6,1,E,5,1997,D,A,,0,540,0,OK
20160627,1,194.94,10.49,74.53,793.03,738.7,437.21,0,I,Passive,NULL,49,P,E,Z,22,3,0,4,7000,10,7,E,5,1796,P,M,10,9,522,0,OK
20160628,1,49.01,12.05,65.4,695.07,573.74,502.44,0,I,Passive,4,50,M,S,Z,21,3,0,4,2999,10,0,H,5,1998,P,A,8,8,592,0,OK
20160628,0,0.19,28.42,45.85,487.2,476.14,366.39,0,I,Passive,2,40,P,E,Z,16,1,0,4,8000,4,1,E,5,1598,P,M,6,9,545,0,OK
20160912,0,3.91,10.79,53.89,572.75,492.72,449.72,0,I,Passive,1,32,M,E,Z,10,4,0,4,8000,3,0,H,5,1461,D,M,,9,571,0,OK
20160911,1,141.37,19.63,84.6,899.55,854.97,566.63,0,I,Passive,1,25,P,E,Y,5,9,0,4,1000,3,2,H,5,1598,P,M,,3,586,0,OK
20160904,1,115.41,23.96,78.73,837.67,662.71,536.45,0,I,Passive,NULL,43,M,E,Y,9,9,0,3,4999,12,3,S,4,2698,D,M,15,8,510,0,OK
20160930,1,67.69,33.0076,0,525.36,532.41,392.96,0,I,Passive,2,47,M,E,Z,23,11,0,4,10000,7,0,E,5,2967,D,A,16,9,580,0,OK
20160926,1,62.5,41.385,65.77,699.47,629.36,492.75,0,I,Passive,NULL,51,P,E,Z,25,12,0,5,12000,6,3,S,4,1995,D,M,,9,531,0,OK
20160926,1,124.81,23.893,48.25,513.55,447.92,284.55,0,I,Passive,1,49,S,U,Z,21,7,0,1,5000,13,8,H,5,1390,P,A,5,9,464,0,OK
20160926,0,185.89,51.493,94.44,1003.96,937,613.05,0,I,Passive,NULL,37,M,E,Z,18,4,0,4,5000,2,1,S,4,2143,D,A,,9,572,0,OK
20160927,1,7.29,42.1412,34.93,371.7,366.87,268.02,0,I,Passive,1,58,M,E,Z,18,4,0,4,5000,1,0,H,5,1248,P,M,,9,554,0,OK
20160927,1,22.05,65.0044,54.96,584.65,555.22,408.24,0,I,Passive,NULL,37,M,E,5,18,10,0,1,5999,2,2,H,5,1560,D,M,,9,525,0,OK
20160927,1,0,12.4794,24.13,257.08,221.18,207.99,0,I,Passive,NULL,53,B,E,Z,26,11,0,1,8000,2,2,S,4,1598,D,M,,9,560,0,OK
20160927,1,0,41.3576,58.45,621.82,563.43,492.46,0,I,Passive,NULL,37,B,E,Z,18,8,0,4,10000,6,1,H,5,1956,D,M,9,9,496,0,OK
20161009,0,-8.71,85.276,0,362.79,344.14,232.1,0,I,Active,NULL,65,M,R,Z,21,3,1,4,4999,11,11,H,5,1332,P,M,5,9,596,0,OK
20160926,1,136.42,0,98.88,1050.98,1107.19,713.67,0,I,Passive,2,38,M,E,Z,17,2,1,1,14999,3,1,E,5,1686,D,M,,1,562,0,OK
20160926,1,57.17,107.9934,104.04,1105.96,718.94,741.89,0,I,Passive,2,45,M,S,Z,26,3,0,4,10000,5,4,H,5,1461,D,M,,9,514,0,OK
20161014,1,45.48,41.6938,0,373.49,404.05,262.73,0,I,Passive,NULL,65,M,R,Z,21,4,0,1,11999,3,2,E,5,2143,D,A,,9,595,0,OK
20161001,1,42.11,27.3024,29.52,313.51,302.48,193.04,0,I,Passive,1,43,M,E,Z,19,9,0,4,4999,0,0,H,5,1398,P,M,,9,533,0,OK
20160929,0,12.06,67.4328,96.73,1028.72,690.61,802.88,0,I,Passive,1,47,S,H,Z,21,2,0,4,6999,7,4,H,5,1797,P,A,7,9,542,0,OK
20161004,0,47.59,50.0258,0,489.33,382.74,361.93,0,I,Passive,NULL,67,S,R,Z,21,9,1,4,4999,2,1,H,5,1968,D,A,,9,583,0,OK
20160926,1,0,25.9022,36.61,389.38,324.93,308.37,0,I,Passive,NULL,42,A,E,Z,25,9,2,4,8000,7,7,H,5,1396,P,M,4,9,531,0,OK
20160928,1,-6.03,24.126,46.09,490.41,498.65,402.1,0,I,Passive,NULL,31,P,E,Z,10,3,1,4,10000,10,3,H,3,1398,D,M,4,5,549,0,OK
20161009,0,38.37,58.3536,0,592.41,483.2,461.06,0,I,Active,NULL,61,A,E,Z,41,3,0,4,5000,3,2,S,4,1598,P,M,,9,605,0,OK
20160926,0,52.7,19.63,55.68,592.21,678.78,406.71,0,I,Passive,NULL,25,S,E,Y,6,8,1,4,9000,3,3,H,3,1197,P,M,,3,535,0,OK
20161002,1,33.6,71.0144,64.81,689.24,636.18,479.74,0,I,Passive,NULL,34,S,E,Z,16,5,0,2,9000,11,2,C,2,3387,P,M,19,9,557,0,OK
20160928,0,18.12,30.4292,0,434.78,350.05,362.32,0,I,Passive,NULL,72,M,R,Z,26,11,0,4,8000,2,1,H,5,2143,D,A,,9,559,0,OK
20160927,1,28.37,46.8812,0,425.01,438.48,324.52,0,I,Passive,NULL,52,P,E,Z,26,4,0,4,10000,2,1,E,5,1999,D,A,,9,578,0,OK
20160929,1,71.6,55.5134,0,836.25,777.26,660.89,0,I,Passive,NULL,39,M,U,Z,15,2,0,4,6999,4,1,H,5,1796,D,A,,9,523,0,OK
20161029,1,29.41,52.4438,0,501.92,437.14,390.73,0,I,Passive,2,69,M,S,Z,21,3,1,4,7999,1,1,S,4,1995,D,A,,9,626,0,OK
20161003,0,14.5,61.6664,49.33,525.04,437.95,368.44,0,I,Passive,NULL,70,M,R,Z,21,11,0,4,11999,7,0,H,5,1560,D,M,6,9,609,0,OK
20160927,0,54.97,20.2614,45.61,485.39,437.57,337.69,0,I,Passive,1,41,P,E,Z,10,12,0,3,10000,1,0,H,5,1997,D,A,,9,534,0,OK
20161020,1,-24.35,71.614,59.28,629.92,497.62,486.9,0,I,Passive,NULL,34,D,E,Z,16,10,1,4,9999,5,2,H,5,1598,D,M,,7,550,0,OK
20160926,0,300,0,228.6,2430.99,2294.64,1666.42,0,I,Passive,4,42,M,E,Y,5,3,1,1,8000,11,0,E,5,1598,P,M,5,4,540,0,OK
20160927,0,166.84,0,0,1329.07,1610.27,1019.83,0,I,Passive,5,34,M,E,Z,16,2,1,4,8999,11,0,H,5,1398,P,M,3,2,565,0,OK
20160929,0,65.65,43.2652,43.33,460.79,474.15,281.42,0,I,Passive,2,51,M,N,Z,19,7,0,4,1999,15,1,S,4,2401,D,A,13,9,600,0,OK
20161008,0,34.66,76.1218,47.04,500.05,355.52,282.53,0,I,Passive,1,64,S,S,Z,21,6,1,4,9999,5,4,H,5,2967,D,A,,9,581,0,OK
20160928,1,45.16,33.365,52.45,557.48,530.02,397.25,0,I,Passive,1,37,P,E,Z,20,2,0,4,9000,0,0,B,2,1499,P,A,,9,561,0,OK
20160926,1,300,19.63,153,1626.98,2414.29,996.42,0,I,Passive,7,26,S,U,Y,1,1,0,4,10000,8,0,H,3,1248,D,M,3,1,546,0,OK
20161006,1,26.41,33.8136,50.88,540.99,451.18,402.56,0,I,Passive,3,54,M,E,Z,23,11,0,4,7999,4,1,H,5,1686,D,M,,9,491,0,OK
20161026,0,0,22.547,0,307.1,274.76,268.45,0,I,Active,NULL,43,P,E,Z,25,8,0,4,12000,2,2,H,5,1197,P,M,,6,544,0,OK
20161006,1,56.65,24.123,53.29,567.03,532.51,402.05,0,I,Passive,NULL,43,M,E,Z,11,3,0,4,700,17,6,E,5,1973,P,A,10,9,546,0,OK
20161001,1,37.24,40.564,47.16,501.63,442.99,348.9,0,I,Passive,1,60,S,U,Z,26,2,0,5,1000,16,4,E,5,2435,P,M,13,9,588,0,OK
20160928,1,4.17,25.8802,0,357.21,345.29,308.17,0,I,Passive,2,45,B,S,Z,28,2,1,7,5000,11,0,H,5,1242,P,M,2,9,550,0,OK
20161005,0,110.34,33.272,59.89,636.71,496.29,396.2,0,I,Passive,1,33,P,E,Z,16,1,0,3,9999,7,1,H,5,1995,D,M,14,9,466,0,OK
20160926,1,110.55,54.425,64.32,684.03,631.03,414.25,0,I,Passive,NULL,37,A,S,Z,13,4,0,4,7999,2,2,E,5,1591,P,M,,9,529,0,OK
20161005,0,80.52,42.3118,0,535.57,462.85,378.03,0,I,Passive,NULL,69,M,R,Z,26,3,0,4,5000,11,2,E,5,1951,D,M,12,9,582,0,OK
20160926,1,63.78,26.7106,0,435.23,413.3,318.01,0,I,Passive,2,46,M,E,Z,26,11,0,1,9999,2,2,E,5,2179,D,M,,9,571,0,OK
20160928,1,-14.25,23.943,0,311.85,263.11,285.05,0,I,Passive,1,78,W,R,Z,51,11,1,4,5000,2,2,H,5,1499,P,M,,9,591,0,OK
20160926,0,300,0,95.05,1010.48,996.67,517.35,0,I,Passive,1,25,S,E,Y,7,11,1,4,10000,13,1,H,3,1360,P,M,4,2,500,0,OK
20161006,1,51.36,39.8652,36.85,391.97,269.99,240.92,0,I,Passive,NULL,61,D,E,Z,21,9,0,3,4999,3,3,H,5,1199,P,M,,8,503,0,OK
20161001,1,21.45,21.5614,0,317.68,308.92,256.69,0,I,Passive,NULL,73,M,R,Z,26,7,0,4,10000,2,2,E,5,1597,D,A,,9,570,0,OK
20160926,0,334.13,0,118.21,1256.86,1593.92,682.52,0,I,Active,NULL,41,S,E,4,21,7,1,3,11999,11,1,H,5,1796,P,M,9,3,547,0,OK
20161008,0,84.96,27.5912,48.85,519.83,423.33,328.52,0,I,Passive,NULL,62,D,E,Z,21,2,0,3,5000,10,2,E,5,1796,P,M,8,9,524,0,OK
20160926,1,24.8,27.3606,0,538.51,575.42,456.01,0,I,Passive,NULL,44,M,E,Z,16,2,0,4,5000,10,7,E,5,2188,D,A,11,9,559,0,OK
20160928,1,82.52,39.184,49.8,529.22,456.51,325.9,0,I,Passive,NULL,50,M,E,Z,24,11,0,4,10000,7,0,H,5,1560,D,M,6,9,543,0,OK
20161003,1,75.78,28.0232,0,466.64,367.23,333.72,0,I,Passive,NULL,74,D,E,Z,51,5,1,4,5999,2,1,S,4,1991,P,A,,9,590,0,OK
20161003,1,35.54,29.1954,45.37,482.82,428.72,347.59,0,I,Passive,NULL,49,P,E,Z,31,11,0,4,3000,11,2,E,3,3200,D,A,16,9,548,0,OK
20161002,1,10.47,14.1342,28.57,304.13,316.17,235.57,0,I,Passive,NULL,37,S,S,Z,20,1,1,4,6000,18,1,H,5,1796,P,M,7,8,499,0,OK
20161020,0,64.54,36.5788,59.18,629.65,621.35,435.48,0,I,Passive,NULL,46,D,E,Z,22,10,0,3,3000,5,1,E,5,2179,D,A,,9,544,0,OK
20160927,1,187.21,54.084,0,946.29,790.47,643.9,0,I,Passive,NULL,35,M,E,Z,17,3,0,4,5000,1,1,E,5,2996,P,A,,6,574,0,OK
20161001,0,-18.13,36.0348,49.08,521.81,486.05,429.08,0,I,Passive,NULL,46,M,E,Z,29,9,0,4,18000,2,2,C,2,1968,D,A,,9,585,0,OK
20160929,1,84.76,25.9446,46.56,494.88,460.06,308.91,0,I,Passive,NULL,44,M,E,Z,21,1,0,4,19999,5,2,H,5,1997,D,M,,9,534,0,OK
20161018,1,31.93,46.15,86.65,921.59,644.16,638.56,0,I,Passive,NULL,57,D,E,Z,26,6,0,4,10000,12,1,E,5,1560,D,M,8,2,579,0,OK
20160928,0,76.46,29.205,50.17,533.63,531.23,347.75,0,I,Passive,2,71,D,R,Z,21,8,0,3,3999,3,0,H,5,998,P,M,,8,570,0,OK
20160926,1,59.77,80.6828,95.53,1016.01,782.82,726.88,0,I,Passive,1,57,W,E,Z,21,10,0,4,9999,7,0,H,5,1968,D,M,11,9,565,0,OK
20160926,1,-6.26,74.5764,0,464.9,426.91,338.44,0,I,Passive,1,64,D,S,Z,37,2,1,4,10000,11,1,E,5,1998,P,A,12,9,573,0,OK
20160927,1,41.47,67.1032,60.24,640.26,471.66,433.22,0,I,Passive,NULL,55,P,E,Z,26,2,0,4,9000,6,2,E,5,1997,D,A,,9,490,0,OK
20160928,1,29.62,28.3578,43.56,462.98,460.17,337.63,0,I,Passive,NULL,41,P,E,Z,21,4,0,4,4999,2,2,H,5,1149,P,M,,9,525,0,OK
20161001,1,151.49,39.887,0,713,573.82,474.95,0,I,Passive,2,50,M,E,Z,21,3,0,1,3999,7,7,H,5,1598,P,M,6,9,498,0,OK
20161020,1,98.32,27.3018,50.04,531.99,496.06,325.03,0,I,Passive,1,58,M,E,4,21,7,0,3,1999,9,0,E,5,2148,D,A,14,9,535,0,OK
20161005,1,8.97,52.01,0,473.05,350.21,385.5,0,I,Passive,NULL,61,M,E,Z,21,4,0,4,14999,4,3,S,4,1968,D,M,,9,594,0,OK
20161006,0,34.89,36.8938,0,541.55,645.42,439.23,0,I,Passive,NULL,33,M,S,Z,11,2,0,4,6000,5,3,H,5,1598,D,M,,8,550,0,OK
20161001,0,16.92,23.3888,0,337.53,317.32,278.48,0,I,Passive,1,72,M,R,Z,26,3,0,1,5000,5,4,H,5,1598,P,M,,9,576,0,OK
20160929,1,-3.11,27.6678,53.28,566.64,558.85,461.13,0,I,Passive,NULL,45,M,E,Z,27,9,0,4,7000,6,3,H,5,1956,D,A,10,9,553,0,OK
20160926,1,24.67,20.5446,0,411.13,414.71,342.41,0,I,Passive,NULL,49,M,E,Z,26,7,0,3,8000,10,1,E,5,1995,D,M,14,9,473,0,OK
20160927,0,117.38,48.0236,56.05,596.24,584.98,338.06,0,I,Passive,NULL,42,M,E,Z,17,3,0,4,3000,12,2,E,5,3189,P,A,18,9,560,0,OK
20160927,1,37.74,19.514,31.93,340.06,334.31,232.4,0,I,Passive,NULL,56,M,E,Z,21,11,0,4,5999,4,1,H,5,998,P,M,,7,474,0,OK
20160926,0,268.19,38.4588,105.72,1123.99,1122.71,640.98,0,I,Passive,2,32,M,E,4,10,3,0,1,4500,6,0,H,5,1598,D,M,6,9,565,0,OK
20160926,1,46.24,40.667,0,360.29,351.11,250.45,0,I,Passive,NULL,44,M,E,Z,21,7,0,4,9999,3,2,E,5,2967,D,A,,9,590,0,OK
20160930,1,27.43,25.7298,39.6,420.76,462.32,306.33,0,I,Passive,NULL,51,D,E,Z,26,11,0,4,15000,2,1,E,5,1685,D,M,,9,605,0,OK
20161005,1,8.26,40.21,32.28,343.8,297.19,245,0,I,Passive,NULL,75,M,R,Z,21,12,0,4,7999,11,6,E,5,2987,D,A,17,9,571,0,OK
20160927,0,223.05,0,73.09,777.12,912.39,405.55,0,I,Passive,NULL,46,P,E,Y,1,11,0,1,3000,15,1,H,5,1242,P,M,6,1,519,0,OK
20160929,1,122.76,49.4978,0,566.32,514.68,355.63,0,I,Passive,NULL,57,P,E,Z,26,11,0,4,10000,5,1,E,5,2993,D,A,,9,574,0,OK
20161011,1,34.52,42.9574,39.25,417.69,394.19,277.79,0,I,Passive,NULL,67,S,E,Z,20,7,0,4,5000,11,6,H,5,1598,P,A,6,9,506,0,OK
20161010,1,28.06,22.9104,0,343.55,279.49,272.84,0,I,Passive,NULL,61,M,R,Z,42,3,0,4,3000,7,4,E,5,1910,D,A,9,9,615,0,OK
20161003,1,53.98,37.3912,33.72,358.14,424.29,211.52,0,I,Passive,1,60,M,E,Z,42,8,0,3,12000,4,0,H,5,1798,D,M,,9,542,0,OK
20161001,1,12.6,37.9024,29.53,314.5,316.89,217.54,0,I,Passive,1,65,D,E,Z,26,5,0,3,200,11,8,H,5,1388,P,M,5,9,526,0,OK
20161004,1,118.13,19.63,89.89,956.33,905.63,635.84,0,I,Passive,1,24,S,E,Y,4,9,1,4,10000,1,1,H,5,1598,P,M,,4,554,0,OK
20160927,1,154.78,0,57.24,608.65,533.4,337.55,0,I,Passive,NULL,35,P,E,Z,16,1,1,3,4999,8,0,H,5,1422,D,M,3,4,500,0,OK
20160927,1,44.02,41.5106,38.29,407.6,438.47,260.51,0,I,Passive,NULL,55,W,E,Z,26,1,2,4,10000,7,4,H,5,1598,P,A,6,9,581,0,OK
20160927,1,39.72,47.4436,60.84,646.5,513.27,463.56,0,I,Passive,NULL,78,M,R,Z,26,4,0,3,5000,1,1,H,5,1197,P,M,,9,569,0,OK
20161016,1,54.4,47.6776,0,464.96,469.05,333.96,0,I,Passive,NULL,78,W,R,Z,21,9,2,4,5999,6,0,H,5,1390,P,A,4,9,618,0,OK
20160927,0,156.3,56.515,91.93,977.5,974.51,614.75,0,I,Passive,NULL,38,M,E,Y,7,2,0,1,7999,7,4,E,5,1991,D,M,,5,565,0,OK
20161006,1,8.07,22.7658,0,434,389.53,379.43,0,I,Passive,NULL,45,P,E,4,21,9,1,3,16999,13,5,E,5,1995,D,M,13,9,563,0,OK
20160927,1,141.11,57.7594,0,699.39,549.09,453.99,0,I,Passive,NULL,47,D,E,Z,26,9,0,3,8000,4,0,H,5,1560,D,M,,9,487,0,OK
20160927,1,11.48,36.8586,0,514.85,565.55,438.81,0,I,Passive,NULL,47,S,E,Z,26,3,0,4,2000,1,1,E,5,1995,D,A,,8,576,0,OK
20161010,1,50.5,63.48,72.37,769.32,665.12,476.27,0,I,Passive,1,43,P,E,Z,23,11,0,4,7000,9,3,S,4,2148,D,A,15,3,549,0,OK
20160926,1,81.92,65.78,224.29,2385.32,2762.42,1752.95,0,I,Passive,6,24,S,E,4,1,10,0,1,4000,11,0,H,5,1998,P,A,8,1,526,0,OK
20161011,0,25.64,23.9944,0,355.6,287.25,285.74,0,I,Passive,NULL,53,M,S,Z,21,3,0,3,5999,11,11,H,5,1497,P,A,7,9,571,0,OK
20160926,1,195,0,60.48,642.88,561.69,325,0,I,Passive,NULL,51,S,E,Z,26,11,0,3,7000,1,1,H,3,1199,P,M,,4,554,0,OK
20161013,0,226.72,19.63,113.52,1207.1,1361.71,730.06,0,I,Passive,NULL,26,P,E,Y,3,4,1,4,8000,5,2,H,5,1598,P,M,,3,535,0,OK
20161020,1,68.19,46.6384,48.37,514.68,494.01,321.64,0,I,Passive,NULL,40,M,E,Z,11,10,0,4,10000,9,5,E,5,2967,D,A,15,9,583,0,OK
20160926,0,50.82,72.621,83.05,883.65,917.11,630.85,0,I,Passive,1,47,S,H,Z,21,9,0,4,9999,14,0,H,3,1242,P,M,3,9,531,0,OK
20161002,1,84.57,65.2862,48.96,520.68,481.58,255.27,0,I,Passive,NULL,52,M,E,Z,33,9,0,3,8999,8,1,H,5,1598,P,M,13,9,558,0,OK
20160930,1,116.01,45.761,64.21,682.42,548.85,412.85,0,I,Passive,NULL,54,M,E,Z,26,5,1,1,7000,5,1,H,5,1997,D,M,,9,498,0,OK
20160926,1,125.08,58.597,0,692.83,764.61,463.95,0,I,Passive,NULL,61,M,N,Z,26,1,2,4,5000,10,9,H,3,1598,P,A,7,9,600,0,OK
20160928,1,170.32,0,93.61,995.74,1042.06,635.15,0,I,Passive,NULL,23,S,E,Y,2,4,0,4,9999,5,2,H,3,1242,P,M,4,2,573,0,OK
20161008,0,36.64,31.308,48.49,516,411.87,372.8,0,I,Passive,NULL,54,M,E,Z,21,8,0,4,9999,6,0,H,3,1598,D,M,,9,546,0,OK
20161016,1,47.2,37.3246,58.21,619.47,708.58,444.41,0,I,Passive,NULL,29,P,E,Z,11,4,0,3,5000,2,2,H,5,1461,D,M,,9,514,0,OK
20160928,0,41.18,36.6842,31.2,331.62,359.04,203.07,0,I,Passive,NULL,40,M,S,Z,19,4,0,4,8000,15,3,S,4,1783,P,M,10,9,484,0,OK
20161018,1,122.14,28.6,54.6,580.93,605.83,340.5,0,I,Passive,NULL,43,S,E,Z,23,4,0,3,4000,14,3,H,3,1360,P,M,4,9,489,0,OK
20161015,1,41.44,22.8226,37.08,394.33,349.62,271.71,0,I,Passive,NULL,59,P,E,Z,26,11,1,3,6000,1,1,E,5,1995,D,A,,9,527,0,OK
20160927,1,31.17,21.5586,45.37,482.71,424.21,359.31,0,I,Passive,NULL,45,S,E,Z,26,7,0,4,10000,12,3,E,5,2664,D,M,14,9,531,0,OK
20160926,0,12.39,35.4006,0,496.08,567.62,421.51,0,I,Passive,NULL,57,M,H,Z,15,9,0,4,2000,13,6,H,5,1968,D,M,4,9,549,0,OK
20161018,1,34.64,27.3556,0,411.46,387.64,325.76,0,I,Passive,NULL,71,M,R,Z,26,9,0,4,8000,10,8,E,5,2401,D,A,15,9,603,0,OK
20160926,1,70.35,23.1018,52.92,562.95,577.3,385.03,0,I,Passive,NULL,25,S,E,Y,6,8,1,4,3500,4,3,H,3,999,P,M,,5,521,0,OK
20161001,1,70.61,87.6778,0,515.67,468.4,288.13,0,I,Passive,2,67,W,R,Z,47,10,1,4,12000,10,6,E,5,1560,D,M,5,9,610,0,OK
20161020,1,43.28,21.2124,0,337.38,339.55,252.54,0,I,Passive,NULL,66,W,R,Z,21,4,0,4,4999,5,2,H,5,1598,D,M,,9,580,0,OK
20161006,1,21.71,19.2508,29.76,316.26,304,229.18,0,I,Passive,NULL,53,P,E,Z,26,9,0,4,12000,5,1,H,5,1598,D,M,,9,557,0,OK
20161001,1,-43.95,53.6042,45.73,486.59,313.16,404.57,0,I,Passive,NULL,51,M,E,Z,21,2,0,4,2999,2,2,H,5,1364,P,M,,9,555,0,OK
20160927,1,144.95,108.971,131.7,1778.21,1729.67,1297.35,0,I,Passive,NULL,53,M,U,Z,31,4,1,4,10000,2,2,H,5,998,P,M,,9,552,0,OK
20160926,0,69.67,42.1424,0,406.66,430.69,268.04,0,I,Passive,NULL,62,D,R,Z,21,5,0,4,3999,13,1,E,5,1896,D,A,12,9,579,0,OK
20161019,0,88.95,73.8748,58.21,619.43,495.27,330.08,0,I,Passive,NULL,60,P,R,Z,41,10,0,4,6000,11,0,H,3,1587,P,A,5,9,505,0,OK
